General Project,Contact Person's Last Name,Site Name,Country,Timezone,Easting,Northing,UTM zone,General Sampling Period Name,General Sampling Period Name,Photo Date,Photo Time,Class,Order,Family,Genus,Species,Number of Animals,Camera Start Date and Time,Camera End Date and Time,Camera Make,Camera Model,Flash (Yes or No),Baited_unbaited,Bait type (if applicable),Photos per trigger,Species Diet Description,Common Name
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,23:43:54,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,23:43:55,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/27/2019,3:30:21,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/27/2019,3:30:22,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/27/2019,3:30:22,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/27/2019,3:32:17,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/27/2019,3:32:18,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/27/2019,3:32:18,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALC01BEL1,Canada,GMT-6,332254.5706,5932531.36,12U,UWIN Season Summer 1,Season Summer 1,7/16/2018,1:57:57,Mammalia,Carnivora,Felidae,Felis,catus,1,6/21/2018,8/2/2018,RECONYX,PC800 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALC01BEL1,Canada,GMT-6,332254.5706,5932531.36,12U,UWIN Season Summer 1,Season Summer 1,7/16/2018,1:57:58,Mammalia,Carnivora,Felidae,Felis,catus,1,6/21/2018,8/2/2018,RECONYX,PC800 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALC01BEL1,Canada,GMT-6,332254.5706,5932531.36,12U,UWIN Season Summer 1,Season Summer 1,7/16/2018,1:57:59,Mammalia,Carnivora,Felidae,Felis,catus,1,6/21/2018,8/2/2018,RECONYX,PC800 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALC01PAR1,Canada,GMT-6,333000.7077,5931107.357,12U,UWIN Season Fall 1,Season Fall 1,10/1/2018,1:37:59,Mammalia,Carnivora,Felidae,Felis,catus,1,9/29/2018,11/10/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALC01PAR1,Canada,GMT-6,333000.7077,5931107.357,12U,UWIN Season Fall 1,Season Fall 1,10/1/2018,1:38:00,Mammalia,Carnivora,Felidae,Felis,catus,1,9/29/2018,11/10/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALC01PAR1,Canada,GMT-6,333000.7077,5931107.357,12U,UWIN Season Fall 1,Season Fall 1,10/1/2018,1:38:00,Mammalia,Carnivora,Felidae,Felis,catus,1,9/29/2018,11/10/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,UWIN Season Fall 1,Season Fall 1,10/8/2018,3:48:47,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,UWIN Season Fall 1,Season Fall 1,10/8/2018,3:48:49,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,UWIN Season Fall 1,Season Fall 1,10/8/2018,3:48:50,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,UWIN Season Fall 1,Season Fall 1,10/12/2018,22:29:16,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,UWIN Season Fall 1,Season Fall 1,10/12/2018,22:29:17,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,UWIN Season Fall 1,Season Fall 1,10/12/2018,22:29:18,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,6/12/2019,2:40:33,Mammalia,Carnivora,Felidae,Felis,catus,1,4/19/2019,6/27/2019,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,6/12/2019,2:40:34,Mammalia,Carnivora,Felidae,Felis,catus,1,4/19/2019,6/27/2019,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,6/12/2019,2:40:35,Mammalia,Carnivora,Felidae,Felis,catus,1,4/19/2019,6/27/2019,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,9/28/2018,19:49:58,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,9/28/2018,19:49:59,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,9/28/2018,19:50:00,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,9/28/2018,23:01:25,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,9/28/2018,23:01:27,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,9/28/2018,23:01:27,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,19:57:23,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,19:57:24,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,20:07:03,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,20:07:04,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,20:07:05,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/17/2018,21:44:25,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/17/2018,21:44:26,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/17/2018,21:44:27,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/19/2018,20:03:47,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/19/2018,20:03:48,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/19/2018,20:03:48,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/22/2018,6:41:36,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/22/2018,6:41:37,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/22/2018,6:41:38,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/23/2018,22:24:08,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/23/2018,22:24:08,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/23/2018,22:24:09,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/27/2018,22:26:12,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/27/2018,22:26:12,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/27/2018,22:26:13,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/28/2018,5:47:44,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/28/2018,5:47:45,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/28/2018,5:47:45,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/29/2018,5:32:51,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/29/2018,5:32:52,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/29/2018,5:32:53,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/30/2018,23:32:55,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/30/2018,23:32:56,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/30/2018,23:32:57,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,11/26/2018,23:59:03,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,11/26/2018,23:59:04,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,11/26/2018,23:59:05,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WOO1,Canada,GMT-6,330189.9304,5937865.963,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,22:49:22,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/30/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WOO1,Canada,GMT-6,330189.9304,5937865.963,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,22:49:23,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/30/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WOO1,Canada,GMT-6,330189.9304,5937865.963,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,22:49:23,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/30/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
